form='udda'	lemma='udda'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Hon hade en cigarrask full med gamla udda knappar att ha till ögon, men den sköt hon nu ifrån sig; därför att en av de saker hon hade avskytt som ung var det hyckleri som äldre kvinnor brukade omge sig med när de ställdes inför saker och ting som var av verklig vikt för dem.
form='framtida'	lemma='framtida'	Case=Nom|Degree=Pos	in_treebanks={None}	Det ger oss också en framtid i de två mycket viktiga näringar som vi inte kan bortse från och det säkerställer Europas framtida välstånd.
form='samtida'	lemma='samtida'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Vi kommer snart in på samtida angelägenheter.
form='enahanda'	lemma='enahanda'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	Roly var ungkarl, och hans hus var ett uttryck för den specifika blandning av stillsam lyx och enahanda tristess som är ett kännetecken för de hushåll där vita män lever helt och hållet omhändertagna av manliga svarta tjänare.
form='enahanda'	lemma='enahanda'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing	in_treebanks={None}	Här var man helt nära fallen och ett oavbrutet, enahanda, vilt brusande fyllde dungens tunga stillhet – där inte en fläkt drog fram, inte ett blad rörde sig – med ett hemlighetsfullt ljud som om det utslungade jordklotets rasande fart plötsligt hade blivit hörbar.
form='enda'	lemma='enda'	Case=Nom|Degree=Pos	in_treebanks={None}	ANSI-89 är den enda frågelägesinställning som är tillgänglig för databaser i filformatet för Access 2000.
form='annorlunda'	lemma='annorlunda'	Case=Nom	in_treebanks={None}	Frågan om världsmarknadsorientering ser jag faktiskt på ett något annorlunda sätt än vad den presenterades alldeles nyss.
form='uppvända'	lemma='uppvända'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Han hade tärt, gulblekt ansikte, rak rygg och såg ut som en asket, och där han nu satt med hängande armar och uppvända handflator liknade han en gudabild.
form='artiga'	lemma='artiga'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	"Är inte amerikaner artiga?"
form='petnoga'	lemma='petnoga'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	"Lika petnoga i fråga om musik som andra är i fråga om kryddor.
form='enstaka'	lemma='enstaka'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Då inser vi meningen med oss, de enstaka framstammade orden samlar styrka och blir en berättelse.
form='lika'	lemma='lika'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Det var rena försiktighetsåtgärden, för eftersom vita män var varandra så lika på avstånd kunde han inte veta vem jag var.
form='lila'	lemma='lila'	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	in_treebanks={None}	Kjolarna var för korta, håret var för långt och den populära färgkombinationen av lila och orange fick min mor att se ut som en vampyr och min far som Matisse.
form='jäkla'	lemma='jäkla'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	Jag reste med en fransk båt och den lade till i varenda jäkla hamn som fanns på vägen – vad jag kunde se enbart för att landsätta soldater och tulltjänstemän.
form='jäkla'	lemma='jäkla'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Stackars jäkla Dando!
form='stilla'	lemma='stilla'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	Därute flöt himmel och hav ihop utan skarv, och i det självlysande diset tycktes de mörka seglen på pråmarna som drev uppströms med ebben stå stilla i röda klungor av skarpt pikade gaffeldukar, här och var av en glansdager på fernissade spiror.
form='jävla'	lemma='jävla'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	"Flyg hem till Stromboli, din jävla idiot", sa han.
form='samma'	lemma='samma'	Definite=Ind|PronType=Ind	in_treebanks={None}	Access skapar en säkerhetskopia av sidan (sidfilnamn.bak.htm) på samma plats som den ursprungliga filen för dataåtkomstsidan.
form='desamma'	lemma='desamma'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Från barndom till ålderdom förblev de desamma och om man hade förmågan skulle man teoretiskt alltså kunna se på ett par pojkögon på ett fotografi och sedan känna igen samma person som gammal.
form='trivsamma'	lemma='trivsamma'	Case=Nom|Definite=Def|Degree=Pos|Gender=Neut|Number=Sing	in_treebanks={None}	De hälsades av jubel från alla dem som redan hade infunnit sig men som inte hade varit med på balen; också de hade beslutat att för en gångs skull klä upp sig, och de båda kvinnogrupperna förenade sig med varandra under förtjusta tillrop. Alla började tala om hurdan balen hade varit, champagne serverades, en kongolesisk orkester klämde igång, och den lätt verklighetsfrämmande, eggande stämningen från statsbalen och det trivsamma gemyt som präglade partyt flöt samman.
form='enorma'	lemma='enorma'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	När hon härmade hästen som för var basunstöt frustade "Huj!" var jag tillbaka hos farmor, tillbaka i mina veckobesök där, tillbaka hos de befängda tofflorna, det enorma hellånga förklädet med fickorna putande av Polo minttabletter och en sliten Bibel.
